id,Date,Noise,Original,Prediction,Cross Validation,year
968,9/27/2011,0.062833333,57.0371,57.0371,1,0
969,9/28/2011,0.072866667,56.7157,56.7157,1,0
970,9/29/2011,0.604766667,55.7957,60.7957,2,0
971,9/30/2011,0.365233333,54.4743,54.4743,1,0
972,10/3/2011,0.101433333,53.5143,53.5143,1,0
973,10/4/2011,-0.052833333,53.2143,53.2143,1,0
974,10/5/2011,0.2762,54.0357,54.0357,1,0
975,10/6/2011,0.4362,53.91,53.91,1,0
976,10/7/2011,-1.3476,52.8286,47.8286,0,0
977,10/10/2011,-0.7257,55.5443,50.5443,0,0
978,10/11/2011,-0.426166667,57.1843,57.1843,1,0
979,10/12/2011,-0.43,57.4557,57.4557,1,0
980,10/13/2011,-1.0462,58.3471,53.3471,0,0
981,10/14/2011,0.108066667,60.2857,60.2857,1,0
982,10/17/2011,-0.1914,59.9986,59.9986,1,0
983,10/18/2011,2.119533333,60.32,65.32,2,0
984,10/19/2011,0.091933333,56.9457,56.9457,1,0
985,10/20/2011,-0.0167,56.4728,56.4728,1,0
986,10/21/2011,-0.771866667,56.1243,51.1243,0,0
987,10/24/2011,0.416166667,57.9671,57.9671,1,0
988,10/25/2011,-0.324766667,56.8243,56.8243,1,0
989,10/26/2011,-0.526133333,57.2286,52.2286,0,0
990,10/27/2011,0.068066667,57.8128,57.8128,1,0
991,10/28/2011,0.128566667,57.85,57.85,1,0
992,10/31/2011,0.744766667,57.8257,62.8257,2,0
993,11/1/2011,-0.2133,56.6443,56.6443,1,0
994,11/2/2011,-0.3486,56.7728,56.7728,1,0
995,11/3/2011,0.1843,57.5814,57.5814,1,0
996,11/4/2011,0.039966667,57.1771,57.1771,1,0
997,11/7/2011,-0.4276,57.1043,57.1043,1,0
998,11/8/2011,0.962333333,58.0328,63.0328,2,0
999,11/9/2011,0.395733333,56.4686,56.4686,1,0
1000,11/10/2011,-0.037633333,55.0314,55.0314,1,0
1001,11/11/2011,0.3076,54.9457,54.9457,1,0
1002,11/14/2011,-0.529033333,54.18,49.18,0,0
1003,11/15/2011,0.173333333,55.5471,55.5471,1,0
1004,11/16/2011,0.388066667,54.9671,54.9671,1,0
1005,11/17/2011,0.045733333,53.9157,53.9157,1,0
1006,11/18/2011,0.498533333,53.5628,53.5628,1,0
1007,11/21/2011,-0.452833333,52.7157,52.7157,1,0
1008,11/22/2011,0.548566667,53.7871,58.7871,2,0
1009,11/23/2011,0.094733333,52.4271,52.4271,1,0
1010,11/25/2011,-1.015666667,51.9386,46.9386,0,0
1011,11/28/2011,0.152366667,53.7314,53.7314,1,0
1012,11/29/2011,-0.8138,53.3143,48.3143,0,0
1013,11/30/2011,-0.289066667,54.6,54.6,1,0
1014,12/1/2011,-0.174733333,55.4186,55.4186,1,0
1015,12/2/2011,-0.3381,55.6714,55.6714,1,0
1016,12/5/2011,0.121933333,56.1443,56.1443,1,0
1017,12/6/2011,0.137133333,55.85,55.85,1,0
1018,12/7/2011,-0.187133333,55.5843,55.5843,1,0
1019,12/8/2011,-0.2452,55.8086,55.8086,1,0
1020,12/9/2011,0.177133333,56.2314,56.2314,1,0
1021,12/12/2011,0.089033333,55.9771,55.9771,1,0
1022,12/13/2011,0.511,55.5443,60.5443,2,0
1023,12/14/2011,-0.090033333,54.3128,54.3128,1,0
1024,12/15/2011,-0.166633333,54.1343,54.1343,1,0
1025,12/16/2011,-0.125733333,54.4314,54.4314,1,0
1026,12/19/2011,-0.9186,54.6014,49.6014,0,0
1027,12/20/2011,-0.0588,56.5643,56.5643,1,0
1028,12/21/2011,-0.126666667,56.635,56.635,1,0
1029,12/22/2011,-0.281933333,56.9357,56.9357,1,0
1030,12/23/2011,-0.1414,57.6186,57.6186,1,0
1031,12/27/2011,0.1681,58.0757,58.0757,1,0
1032,12/28/2011,-0.1543,57.52,57.52,1,0
1033,12/29/2011,0.0824,57.8743,57.8743,1,0
1034,12/30/2011,-0.5062,57.8571,52.8571,0,0
1035,1/3/2012,-0.046666667,58.7471,58.7471,1,2012
1036,1/4/2012,-0.290533333,59.0628,59.0628,1,0
1037,1/5/2012,-0.2909,59.7186,59.7186,1,0
1038,1/6/2012,-0.115733333,60.3428,60.3428,1,0
1039,1/9/2012,-0.270966667,60.2471,60.2471,1,0
1040,1/10/2012,0.0595,60.4628,60.4628,1,0
1041,1/11/2012,0.0681,60.3643,60.3643,1,0
1042,1/12/2012,0.155766667,60.1986,60.1986,1,0
1043,1/13/2012,-0.441933333,59.9728,59.9728,1,0
1044,1/17/2012,-0.317633333,60.6714,60.6714,1,0
1045,1/18/2012,0.015233333,61.3014,61.3014,1,0
1046,1/19/2012,0.367133333,61.1071,61.1071,1,0
1047,1/20/2012,-0.4514,60.0428,60.0428,1,0
1048,1/23/2012,0.4432,61.0584,61.0584,1,0
1049,1/24/2012,-2.870466667,60.0586,55.0586,0,0
1050,1/25/2012,0.015733333,63.8086,63.8086,1,0
1051,1/26/2012,-0.112333333,63.5186,63.5186,1,0
1052,1/27/2012,-0.1981,63.8971,63.8971,1,0
1053,1/30/2012,-0.2881,64.7157,64.7157,1,0
1054,1/31/2012,-0.0781,65.2114,65.2114,1,0
1055,2/1/2012,0.064766667,65.17,65.17,1,0
1056,2/2/2012,-0.321,65.0171,65.0171,1,0
1057,2/3/2012,-0.142333333,65.6686,65.6686,1,0
1058,2/6/2012,-0.2924,66.2814,66.2814,1,0
1059,2/7/2012,-0.453333333,66.9757,66.9757,1,0
1060,2/8/2012,-0.979533333,68.0971,63.0971,0,0
1061,2/9/2012,0.0933,70.4528,70.4528,1,0
1062,2/10/2012,-0.728066667,70.4886,65.4886,0,0
1063,2/13/2012,-0.424766667,71.8,71.8,1,0
1064,2/14/2012,0.332866667,72.78,72.78,1,0
1065,2/15/2012,0.0776,71.0957,71.0957,1,0
1066,2/16/2012,-0.038533333,71.7443,71.7443,1,0
1067,2/17/2012,-0.832866667,71.7314,66.7314,0,0
1068,2/21/2012,0.1705,73.55,73.55,1,0
1069,2/22/2012,-0.256666667,73.2914,73.2914,1,0
1070,2/23/2012,-0.442833333,73.77,73.77,1,0
1071,2/24/2012,-0.1071,74.63,74.63,1,0
1072,2/27/2012,-0.5643,75.1085,70.1085,0,0
1073,2/28/2012,-0.627633333,76.4871,71.4871,0,0
1074,2/29/2012,-0.369533333,77.4914,77.4914,1,0
1075,3/1/2012,-0.022833333,77.7814,77.7814,1,0
1076,3/2/2012,0.560933333,77.8828,82.8828,2,0
1077,3/5/2012,0.5905,76.1657,81.1657,2,0
1078,3/6/2012,-0.3319,75.7514,75.7514,1,0
1079,3/7/2012,-0.7286,75.8128,70.8128,0,0
1080,3/8/2012,-0.257166667,77.4271,77.4271,1,0
1081,3/9/2012,-0.506766667,77.8814,72.8814,0,0
1082,3/12/2012,-1.030466667,78.8571,73.8571,0,0
1083,3/13/2012,-1.496666667,81.1571,76.1571,0,0
1084,3/14/2012,-0.286166667,84.2257,84.2257,1,0
1085,3/15/2012,0.039533333,83.6514,83.6514,1,0
1086,3/16/2012,-1.349066667,83.6528,78.6528,0,0
1087,3/19/2012,-0.155733333,85.8714,85.8714,1,0
1088,3/20/2012,0.3181,86.5657,86.5657,1,0
1089,3/21/2012,0.375233333,86.0714,86.0714,1,0
1090,3/22/2012,0.1019,85.62,85.62,1,0
1091,3/23/2012,-0.698566667,85.15,80.15,0,0
1092,3/26/2012,-0.319033333,86.7114,86.7114,1,0
1093,3/27/2012,-0.335266667,87.7828,87.7828,1,0
1094,3/28/2012,0.6,88.2314,93.2314,2,0
1095,3/29/2012,0.542833333,87.1228,92.1228,2,0
1096,3/30/2012,-1.017133333,85.65,80.65,0,0
1097,4/2/2012,-0.9219,88.3757,83.3757,0,0
1098,4/3/2012,0.475233333,89.9028,89.9028,1,0
1099,4/4/2012,-0.573333333,89.1871,84.1871,0,0
1100,4/5/2012,0.2381,90.5257,90.5257,1,0
1101,4/9/2012,0.1948,90.89,90.89,1,0
1102,4/10/2012,-0.262866667,89.7771,89.7771,1,0
1103,4/11/2012,0.220466667,89.4571,89.4571,1,0
1104,4/12/2012,0.771433333,88.9671,93.9671,2,0
1105,4/13/2012,0.965233333,86.4614,91.4614,2,0
1106,4/16/2012,-1.351433333,82.8757,77.8757,0,0
1107,4/17/2012,-0.126666667,87.1,87.1,1,0
1108,4/18/2012,1.3819,86.9057,91.9057,2,0
1109,4/19/2012,0.500966667,83.92,88.92,2,0
1110,4/20/2012,0.173833333,81.8543,81.8543,1,0
1111,4/23/2012,0.976666667,81.6714,86.6714,2,0
1112,4/24/2012,-5.003533333,80.04,75.04,0,0
1113,4/25/2012,-0.093833333,87.1428,87.1428,1,0
1114,4/26/2012,0.3491,86.8143,86.8143,1,0
1115,4/27/2012,1.1533,86.1428,91.1428,2,0
1116,4/30/2012,0.0443,83.4257,83.4257,1,0
1117,5/1/2012,-0.093333333,83.1614,83.1614,1,0
1118,5/2/2012,-0.017133333,83.7114,83.7114,1,0
1119,5/3/2012,1.014733333,83.1171,88.1171,2,0
1120,5/4/2012,-0.022866667,80.75,80.75,1,0
1121,5/7/2012,0.0572,81.3543,81.3543,1,0
1122,5/8/2012,0.1657,81.1685,81.1685,1,0
1123,5/9/2012,-0.320933333,81.3114,81.3114,1,0
1124,5/10/2012,0.444266667,81.5028,81.5028,1,0
1125,5/11/2012,0.6014,80.9585,85.9585,2,0
1126,5/14/2012,0.086666667,79.7457,79.7457,1,0
1127,5/15/2012,0.295966667,79.0243,79.0243,1,0
1128,5/16/2012,0.7962,78.0107,83.0107,2,0
1129,5/17/2012,-0.195233333,75.7314,75.7314,1,0
1130,5/18/2012,-1.667633333,75.7685,70.7685,0,0
1131,5/21/2012,-0.1886,80.1828,80.1828,1,0
1132,5/22/2012,-0.672366667,79.5671,74.5671,0,0
1133,5/23/2012,-0.003366667,81.5085,81.5085,1,0
1134,5/24/2012,0.179066667,80.76,80.76,1,0
1135,5/25/2012,-0.885233333,80.3271,75.3271,0,0
1136,5/29/2012,-0.1824,81.7528,81.7528,1,0
1137,5/30/2012,-0.0062,82.7385,82.7385,1,0
1138,5/31/2012,1.205233333,82.5328,87.5328,2,0
1139,6/1/2012,-0.181433333,80.1414,80.1414,1,0
1140,6/4/2012,0.2133,80.6128,80.6128,1,0
1141,6/5/2012,-0.646166667,80.4043,75.4043,0,0
1142,6/6/2012,-0.290033333,81.6371,81.6371,1,0
1143,6/7/2012,-0.403766667,81.6743,81.6743,1,0
1144,6/8/2012,0.0833,82.9028,82.9028,1,0
1145,6/11/2012,-0.394266667,81.5957,81.5957,1,0
1146,6/12/2012,0.268533333,82.3085,82.3085,1,0
1147,6/13/2012,0.0738,81.7371,81.7371,1,0
1148,6/14/2012,-0.098566667,81.6471,81.6471,1,0
1149,6/15/2012,-0.403833333,82.0185,82.0185,1,0
1150,6/18/2012,0.0357,83.6828,83.6828,1,0
1151,6/19/2012,0.041366667,83.9157,83.9157,1,0
1152,6/20/2012,0.398666667,83.6773,83.6773,1,0
1153,6/21/2012,-0.276166667,82.5243,82.5243,1,0
1154,6/22/2012,0.768333333,83.1571,88.1571,2,0
1155,6/25/2012,-0.0869,81.5378,81.5378,1,0
1156,6/26/2012,-0.259533333,81.7178,81.7178,1,0
1157,6/27/2012,0.3943,82.0714,82.0714,1,0
1158,6/28/2012,-1.1381,81.2928,76.2928,0,0
1159,6/29/2012,-0.4405,83.4285,83.4285,1,0
1160,7/2/2012,-0.440466667,84.6457,84.6457,1,0
1161,7/3/2012,-0.5562,85.63,80.63,0,0
1162,7/5/2012,0.329066667,87.1343,87.1343,1,0
1163,7/6/2012,-0.353766667,86.5543,86.5543,1,0
1164,7/9/2012,0.076166667,87.6985,87.6985,1,0
1165,7/10/2012,0.279533333,86.8871,86.8871,1,0
1166,7/11/2012,0.462866667,86.3471,86.3471,1,0
1167,7/12/2012,-0.481933333,85.5571,85.5571,1,0
1168,7/13/2012,-0.0995,86.4243,86.4243,1,0
1169,7/16/2012,-0.1862,86.7014,86.7014,1,0
1170,7/17/2012,0.049066667,86.7057,86.7057,1,0
1171,7/18/2012,-0.6229,86.6085,81.6085,0,0
1172,7/19/2012,0.5386,87.76,92.76,2,0
1173,7/20/2012,0.493766667,86.3285,86.3285,1,0
1174,7/23/2012,-0.030466667,86.2614,86.2614,1,0
1175,7/24/2012,2.495733333,85.8457,90.8457,2,0
1176,7/25/2012,-0.223833333,82.1385,82.1385,1,0
1177,7/26/2012,-0.495733333,82.1257,82.1257,1,0
1178,7/27/2012,-0.744266667,83.5943,78.5943,0,0
1179,7/30/2012,-1.1395,85.0043,80.0043,0,0
1180,7/31/2012,-0.0569,87.2514,87.2514,1,0
1181,8/1/2012,0.142366667,86.6871,86.6871,1,0
1182,8/2/2012,-0.654766667,86.8271,81.8271,0,0
1183,8/3/2012,-0.401933333,87.9571,87.9571,1,0
1184,8/6/2012,0.067433333,88.9357,88.9357,1,0
1185,8/7/2012,0.122766667,88.702,88.702,1,0
1186,8/8/2012,0.054266667,88.5514,88.5514,1,0
1187,8/9/2012,0.05,88.6757,88.6757,1,0
1188,8/10/2012,-0.4757,88.8143,88.8143,1,0
1189,8/13/2012,-0.1695,90,90,1,0
1190,8/14/2012,0.059533333,90.2414,90.2414,1,0
1191,8/15/2012,-0.2805,90.1185,90.1185,1,0
1192,8/16/2012,-0.734733333,90.9057,85.9057,0,0
1193,8/17/2012,-0.9019,92.5871,87.5871,0,0
1194,8/20/2012,0.162766667,95.0214,95.0214,1,0
1195,8/21/2012,-0.5317,93.7231,88.7231,0,0
1196,8/22/2012,0.428566667,95.5528,95.5528,1,0
1197,8/23/2012,0.120366667,94.6614,94.6614,1,0
1198,8/24/2012,-1.3917,94.746,89.746,0,0
1199,8/27/2012,0.075366667,96.5257,96.5257,1,0
1200,8/28/2012,0.0421,96.4,96.4,1,0
1201,8/29/2012,0.5916,96.2094,101.2094,2,0
1202,8/30/2012,-0.226366667,94.8383,94.8383,1,0
1203,8/31/2012,-0.488066667,95.0343,95.0343,1,0
1204,9/4/2012,0.197166667,96.4243,96.4243,1,0
1205,9/5/2012,-0.427633333,95.7471,95.7471,1,0
1206,9/6/2012,-0.283333333,96.61,96.61,1,0
1207,9/7/2012,0.8424,97.2057,102.2057,2,0
1208,9/10/2012,-0.0105,94.6771,94.6771,1,0
1209,9/11/2012,-0.7362,94.37,89.37,0,0
1210,9/12/2012,-0.989,95.6843,90.6843,0,0
1211,9/13/2012,-0.727433333,97.5685,92.5685,0,0
1212,9/14/2012,-0.789066667,98.7543,93.7543,0,0
1213,9/17/2012,-0.106066667,99.9687,99.9687,1,0
1214,9/18/2012,0.0695,100.2728,100.2728,1,0
1215,9/19/2012,0.3019,100.3,100.3,1,0
1216,9/20/2012,-0.243066667,99.8143,99.8143,1,0
1217,9/21/2012,1.0733,100.0135,105.0135,2,0
1218,9/24/2012,0.941933333,98.6843,103.6843,2,0
1219,9/25/2012,0.626666667,96.22,101.22,2,0
1220,9/26/2012,-0.726166667,95.0257,90.0257,0,0
1221,9/27/2012,0.799266667,97.3314,102.3314,2,0
1222,9/28/2012,0.1743,95.3007,95.3007,1,0
1223,10/1/2012,-0.2067,94.1985,94.1985,1,0
1224,10/2/2012,-0.651933333,94.4728,89.4728,0,0
1225,10/3/2012,0.230966667,95.9214,95.9214,1,0
1226,10/4/2012,0.752866667,95.2571,100.2571,2,0
1227,10/5/2012,0.958566667,93.2271,98.2271,2,0
1228,10/8/2012,0.0876,91.1671,91.1671,1,0
1229,10/9/2012,-0.426166667,90.8357,90.8357,1,0
1230,10/10/2012,0.3438,91.5585,91.5585,1,0
1231,10/11/2012,-0.1464,89.7285,89.7285,1,0
1232,10/12/2012,-0.365833333,89.9591,89.9591,1,0
1233,10/15/2012,-0.744866667,90.68,85.68,0,0
1234,10/16/2012,0.290566667,92.8275,92.8275,1,0
1235,10/17/2012,0.809366667,92.0876,97.0876,2,0
1236,10/18/2012,1.1614,90.3771,95.3771,2,0
1237,10/19/2012,-1.274733333,87.12,82.12,0,0
1238,10/22/2012,1.1288,90.5757,95.5757,2,0
1239,10/23/2012,-0.5504,87.6222,82.6222,0,0
1240,10/24/2012,0.196266667,88.1185,88.1185,1,0
1241,10/25/2012,0.268833333,87.0768,87.0768,1,0
1242,10/26/2012,0.847633333,86.2857,91.2857,2,0
1243,10/31/2012,-0.1962,85.0457,85.0457,1,0
1244,11/1/2012,0.970966667,85.22,90.22,2,0
1245,11/2/2012,-0.6922,82.4,77.4,0,0
1246,11/5/2012,-0.1827,83.5173,83.5173,1,0
1247,11/6/2012,1.6125,83.2642,88.2642,2,0
1248,11/7/2012,0.8392,79.7145,84.7145,2,0
1249,11/8/2012,-0.570466667,76.8214,71.8214,0,0
1250,11/9/2012,-0.1362,78.1514,78.1514,1,0
1251,11/12/2012,0.183433333,77.5471,77.5471,1,0
1252,11/13/2012,0.162666667,77.5568,77.5568,1,0
1253,11/14/2012,0.505233333,76.6971,81.6971,2,0
1254,11/15/2012,-0.078,75.0885,75.0885,1,0
1255,11/16/2012,-2.4326,75.3825,70.3825,0,0
1256,11/19/2012,-0.064966667,80.8185,80.8185,1,0
1257,11/20/2012,-0.1963,80.1305,80.1305,1,0
1258,11/21/2012,-0.727166667,80.2428,75.2428,0,0
1259,11/23/2012,-1.0681,81.6428,76.6428,0,0
1260,11/26/2012,0.2252,84.2185,84.2185,1,0
1261,11/27/2012,0.445266667,83.54,83.54,1,0
1262,11/28/2012,-0.652166667,83.2771,78.2771,0,0
1263,11/29/2012,0.3167,84.1943,84.1943,1,0
1264,11/30/2012,-0.4419,83.6114,83.6114,1,0
1265,12/3/2012,0.701633333,83.7414,88.7414,2,0
1266,12/4/2012,2.0947,82.2636,87.2636,2,0
1267,12/5/2012,0.066666667,76.9703,76.9703,1,0
1268,12/6/2012,0.373333333,78.1778,78.1778,1,0
1269,12/7/2012,0.5561,76.1785,81.1785,2,0
1270,12/10/2012,-1.024566667,75.6887,70.6887,0,0
1271,12/11/2012,-0.1902,77.3411,77.3411,1,0
1272,12/12/2012,0.817166667,77,82,2,0
1273,12/13/2012,1.658866667,75.67,80.67,2,0
1274,12/14/2012,-0.389133333,72.8277,72.8277,1,0
1275,12/17/2012,-1.011466667,74.1185,69.1185,0,0
1276,12/18/2012,0.477133333,76.2714,76.2714,1,0
1277,12/19/2012,0.042333333,75.1871,75.1871,1,0
1278,12/20/2012,0.555266667,74.5329,79.5329,2,0
1279,12/21/2012,-0.088466667,74.19,74.19,1,0
1280,12/24/2012,0.397,74.3097,74.3097,1,0
1281,12/26/2012,-0.123866667,73.2856,73.2856,1,0
1282,12/27/2012,0.4877,73.58,73.58,1,0
1283,12/28/2012,-1.120233333,72.7984,67.7984,0,0
1284,12/31/2012,-1.8335,76.0247,71.0247,0,0
1285,1/2/2013,0.384966667,78.4328,78.4328,1,2013
1286,1/3/2013,0.963133333,77.4422,82.4422,2,0
1287,1/4/2013,0.385733333,75.2857,75.2857,1,0
1288,1/7/2013,-0.320033333,74.8428,74.8428,1,0
1289,1/8/2013,0.5248,75.0443,80.0443,2,0
1290,1/9/2013,-0.850466667,73.8714,68.8714,0,0
1291,1/10/2013,0.2724,74.7871,74.7871,1,0
1292,1/11/2013,1.722366667,74.3285,79.3285,2,0
1293,1/14/2013,0.918066667,71.6785,76.6785,2,0
1294,1/15/2013,-1.3757,69.4171,64.4171,0,0
1295,1/16/2013,-0.0386,72.2985,72.2985,1,0
1296,1/17/2013,0.3259,71.8114,71.8114,1,0
1297,1/18/2013,-0.444333333,71.4285,71.4285,1,0
1298,1/22/2013,-0.632133333,72.11,67.11,0,0
1299,1/23/2013,5.595733333,73.4293,78.4293,2,0
1300,1/24/2013,0.449033333,64.3571,64.3571,1,0
1301,1/25/2013,-0.375933333,62.84,62.84,1,0
1302,1/28/2013,-0.814766667,64.2614,59.2614,0,0
1303,1/29/2013,0.129033333,65.4671,65.4671,1,0
1304,1/30/2013,0.056666667,65.2614,65.2614,1,0
1305,1/31/2013,-0.0833,65.07,65.07,1,0
1306,2/1/2013,0.524433333,64.8028,69.8028,2,0
1307,2/4/2013,-0.822,63.188,58.188,0,0
1308,2/5/2013,0.088966667,65.4063,65.4063,1,0
1309,2/6/2013,-0.7986,65.3357,60.3357,0,0
1310,2/7/2013,-0.597133333,66.8886,61.8886,0,0
1311,2/8/2013,-0.308066667,67.8543,67.8543,1,0
1312,2/11/2013,0.592866667,68.5614,73.5614,2,0
1313,2/12/2013,0.0752,66.8428,66.8428,1,0
1314,2/13/2013,0.138566667,66.7157,66.7157,1,0
1315,2/14/2013,0.198566667,66.6557,66.6557,1,0
1316,2/15/2013,-0.036666667,65.7371,65.7371,1,0
1317,2/19/2013,0.639966667,65.7128,70.7128,2,0
1318,2/20/2013,0.268566667,64.1214,64.1214,1,0
1319,2/21/2013,-0.378133333,63.7228,63.7228,1,0
1320,2/22/2013,0.236666667,64.4014,64.4014,1,0
1321,2/25/2013,-0.3424,63.2571,63.2571,1,0
1322,2/26/2013,0.235266667,64.1386,64.1386,1,0
1323,2/27/2013,0.175733333,63.51,63.51,1,0
1324,2/28/2013,0.682366667,63.0571,68.0571,2,0
1325,3/1/2013,0.623333333,61.4957,66.4957,2,0
1326,3/4/2013,-0.5964,60.0071,55.0071,0,0
1327,3/5/2013,0.1008,61.592,61.592,1,0
1328,3/6/2013,-0.178966667,60.8088,60.8088,1,0
1329,3/7/2013,-0.016966667,61.5117,61.5117,1,0
1330,3/8/2013,-0.199,61.6743,61.6743,1,0
1331,3/11/2013,0.557566667,62.5528,67.5528,2,0
1332,3/12/2013,0.0029,61.2043,61.2043,1,0
1333,3/13/2013,-0.410966667,61.1928,61.1928,1,0
1334,3/14/2013,-0.79,61.7857,56.7857,0,0
1335,3/15/2013,-0.469033333,63.38,63.38,1,0
1336,3/18/2013,-0.121433333,65.1028,65.1028,1,0
1337,3/19/2013,-0.024766667,64.9271,64.9271,1,0
1338,3/20/2013,0.0576,64.5828,64.5828,1,0
1339,3/21/2013,-0.525233333,64.6757,59.6757,0,0
1340,3/22/2013,-0.211933333,65.9871,65.9871,1,0
1341,3/25/2013,0.0278,66.2257,66.2257,1,0
1342,3/26/2013,0.653933333,65.8766,70.8766,2,0
1343,3/27/2013,0.556166667,64.5828,69.5828,2,0
1344,3/28/2013,0.690933333,63.2371,68.2371,2,0
1345,4/1/2013,0.020366667,61.2728,61.2728,1,0
1346,4/2/2013,-0.179833333,61.3988,61.3988,1,0
1347,4/3/2013,0.119033333,61.7128,61.7128,1,0
1348,4/4/2013,0.368566667,61.1028,61.1028,1,0
1349,4/5/2013,-0.2219,60.4571,60.4571,1,0
1350,4/8/2013,-0.043833333,60.8871,60.8871,1,0
1351,4/9/2013,-0.4681,60.9971,60.9971,1,0
1352,4/10/2013,0.158566667,62.2414,62.2414,1,0
1353,4/11/2013,0.224266667,62.0471,62.0471,1,0
1354,4/12/2013,0.607133333,61.4,66.4,2,0
1355,4/15/2013,-0.386166667,59.9786,59.9786,1,0
1356,4/16/2013,1.400466667,60.8914,65.8914,2,0
1357,4/17/2013,0.4076,57.5428,57.5428,1,0
1358,4/18/2013,0.266633333,56.0071,56.0071,1,0
1359,4/19/2013,-0.488066667,55.79,55.79,1,0
1360,4/22/2013,-0.6086,56.9528,51.9528,0,0
1361,4/23/2013,0.631366667,58.0186,63.0186,2,0
1362,4/24/2013,-0.4134,57.9231,57.9231,1,0
1363,4/25/2013,-0.488333333,58.34,58.34,1,0
1364,4/26/2013,-0.769533333,59.6007,54.6007,0,0
1365,4/29/2013,-0.84,61.4457,56.4457,0,0
1366,4/30/2013,0.0862,63.2543,63.2543,1,0
1367,5/1/2013,-0.415233333,62.7557,62.7557,1,0
1368,5/2/2013,-0.488066667,63.6457,63.6457,1,0
1369,5/3/2013,-0.783833333,64.2828,59.2828,0,0
1370,5/6/2013,-0.105166667,65.8157,65.8157,1,0
1371,5/7/2013,-0.2649,65.5226,65.5226,1,0
1372,5/8/2013,0.528566667,66.2628,71.2628,2,0
1373,5/9/2013,0.123766667,65.2528,65.2528,1,0
1374,5/10/2013,-0.014733333,64.71,64.71,1,0
1375,5/13/2013,0.560433333,64.9628,69.9628,2,0
1376,5/14/2013,0.9386,63.4086,68.4086,2,0
1377,5/15/2013,-0.0056,61.2643,61.2643,1,0
1378,5/16/2013,-0.150166667,62.0826,62.0826,1,0
1379,5/17/2013,-0.396166667,61.8943,61.8943,1,0
1380,5/20/2013,0.383333333,63.2757,63.2757,1,0
1381,5/21/2013,-0.2897,62.8086,62.8086,1,0
1382,5/22/2013,0.219933333,63.0506,63.0506,1,0
1383,5/23/2013,-0.081933333,63.1628,63.1628,1,0
1384,5/24/2013,-0.0495,63.5928,63.5928,1,0
1385,5/28/2013,-0.098666667,63.0627,63.0627,1,0
1386,5/29/2013,-0.349033333,63.5643,63.5643,1,0
1387,5/30/2013,0.044066667,64.5114,64.5114,1,0
1388,5/31/2013,-0.094333333,64.2478,64.2478,1,0
1389,6/3/2013,-0.051866667,64.3886,64.3886,1,0
1390,6/4/2013,0.374266667,64.1871,64.1871,1,0
1391,6/5/2013,0.2995,63.5871,63.5871,1,0
1392,6/6/2013,-0.066233333,62.6371,62.6371,1,0
1393,6/7/2013,6.67E-05,63.1158,63.1158,1,0
1394,6/10/2013,0.211433333,62.6986,62.6986,1,0
1395,6/11/2013,0.167166667,62.5143,62.5143,1,0
1396,6/12/2013,-0.194533333,61.7414,61.7414,1,0
1397,6/13/2013,0.308566667,62.2807,62.2807,1,0
1398,6/14/2013,-0.159066667,61.4357,61.4357,1,0
1399,6/17/2013,0.031933333,61.7143,61.7143,1,0
1400,6/18/2013,0.4352,61.6814,61.6814,1,0
1401,6/19/2013,0.469633333,60.4286,60.4286,1,0
1402,6/20/2013,0.0803,59.5483,59.5483,1,0
1403,6/21/2013,0.812366667,59.0714,64.0714,2,0
1404,6/24/2013,-0.154766667,57.5057,57.5057,1,0
1405,6/25/2013,0.1567,57.5186,57.5186,1,0
1406,6/26/2013,0.148066667,56.8671,56.8671,1,0
1407,6/27/2013,-0.0157,56.2543,56.2543,1,0
1408,6/28/2013,-0.897633333,56.6471,51.6471,0,0
1409,7/1/2013,-0.476666667,58.46,58.46,1,0
1410,7/2/2013,-0.222833333,59.7843,59.7843,1,0
1411,7/3/2013,0.1805,60.1143,60.1143,1,0
1412,7/5/2013,-0.015233333,59.6314,59.6314,1,0
1413,7/8/2013,-0.2786,59.2928,59.2928,1,0
1414,7/9/2013,0.2081,60.3357,60.3357,1,0
1415,7/10/2013,-0.417966667,60.1043,60.1043,1,0
1416,7/11/2013,0.0198,61.0411,61.0411,1,0
1417,7/12/2013,0.027166667,60.93,60.93,1,0
1418,7/15/2013,-0.0874,61.0628,61.0628,1,0
1419,7/16/2013,0.0181,61.4564,61.4564,1,0
1420,7/17/2013,-0.215166667,61.4728,61.4728,1,0
1421,7/18/2013,0.2603,61.6797,61.6797,1,0
1422,7/19/2013,-0.279533333,60.7071,60.7071,1,0
1423,7/22/2013,0.363333333,60.9014,60.9014,1,0
1424,7/23/2013,-1.9743,59.8557,54.8557,0,0
1425,7/24/2013,0.0867,62.93,62.93,1,0
1426,7/25/2013,0.033766667,62.6428,62.6428,1,0
1427,7/26/2013,-0.314733333,62.9986,62.9986,1,0
1428,7/29/2013,-0.366666667,63.97,63.97,1,0
1429,7/30/2013,-0.0419,64.76,64.76,1,0
1430,7/31/2013,-0.350933333,64.6471,64.6471,1,0
1431,8/1/2013,-0.342766667,65.2394,65.2394,1,0
1432,8/2/2013,-0.431466667,66.0771,66.0771,1,0
1433,8/5/2013,0.2681,67.0643,67.0643,1,0
1434,8/6/2013,0.081933333,66.4643,66.4643,1,0
1435,8/7/2013,0.2426,66.4257,66.4257,1,0
